,symbol,date,open,high,low,close,volume,adjclose,dividends,splits,weekday
34,ITSA3.SA,2022-08-05,8.290908813476562,8.445453643798828,8.281818389892578,8.427271842956543,113520,7.9921417236328125,0.0,0.0,4
35,ITSA3.SA,2022-08-08,8.472726821899414,8.545454025268555,8.381817817687988,8.46363639831543,195800,8.026628494262695,0.0,0.0,0
36,ITSA3.SA,2022-08-09,8.509090423583984,8.709090232849121,8.5,8.609089851379395,254870,8.164570808410645,0.0,0.0,1
37,ITSA3.SA,2022-08-10,8.609089851379395,8.67272663116455,8.57272720336914,8.609089851379395,199980,8.164570808410645,0.0,0.0,2
38,ITSA3.SA,2022-08-11,8.609089851379395,8.681818008422852,8.609089851379395,8.609089851379395,235620,8.164570808410645,0.0,0.0,3
39,ITSA3.SA,2022-08-12,8.63636302947998,8.699999809265137,8.63636302947998,8.699999809265137,161700,8.250788688659668,0.0,0.0,4
40,ITSA3.SA,2022-08-15,8.690909385681152,8.699999809265137,8.62727165222168,8.663636207580566,193160,8.216300964355469,0.0,0.0,0
41,ITSA3.SA,2022-08-16,8.727272033691406,8.781818389892578,8.663636207580566,8.736363410949707,183700,8.285274505615234,0.0,0.0,1
42,ITSA3.SA,2022-08-17,8.718180656433105,8.772727012634277,8.67272663116455,8.709090232849121,114180,8.259408950805664,0.0,0.0,2
43,ITSA3.SA,2022-08-18,8.727272033691406,8.781818389892578,8.699999809265137,8.709090232849121,86460,8.259408950805664,0.0,0.0,3
44,ITSA3.SA,2022-08-19,8.663636207580566,8.809089660644531,8.545454025268555,8.681818008422852,112860,8.285175323486328,0.054273,0.0,4
45,ITSA3.SA,2022-08-22,8.663636207580566,8.663636207580566,8.509090423583984,8.62727165222168,84700,8.233121871948242,0.0,0.0,0
46,ITSA3.SA,2022-08-23,8.63636302947998,8.63636302947998,8.554545402526855,8.600000381469727,69960,8.207098007202148,0.0,0.0,1
47,ITSA3.SA,2022-08-24,8.509090423583984,8.62727165222168,8.509090423583984,8.56363582611084,91300,8.172392845153809,0.0,0.0,2
48,ITSA3.SA,2022-08-25,8.56363582611084,8.681818008422852,8.554545402526855,8.63636302947998,143990,8.241796493530273,0.0,0.0,3
49,ITSA3.SA,2022-08-26,8.645454406738281,8.699999809265137,8.545454025268555,8.545454025268555,130900,8.155041694641113,0.0,0.0,4
50,ITSA3.SA,2022-08-29,8.545454025268555,8.63636302947998,8.518180847167969,8.545454025268555,114180,8.155041694641113,0.0,0.0,0
51,ITSA3.SA,2022-08-30,8.545454025268555,8.681818008422852,8.536362648010254,8.554545402526855,166210,8.163719177246094,0.0,0.0,1
52,ITSA3.SA,2022-08-31,8.600000381469727,8.645454406738281,8.454545021057129,8.5,181390,8.111664772033691,0.0,0.0,2
53,ITSA3.SA,2022-09-01,8.5,8.536362648010254,8.281818389892578,8.390909194946289,223740,8.027759552001953,0.02139,0.0,3
54,ITSA3.SA,2022-09-02,8.427271842956543,8.618181228637695,8.427271842956543,8.518180847167969,307230,8.14952278137207,0.0,0.0,4
55,ITSA3.SA,2022-09-05,8.554545402526855,8.62727165222168,8.509090423583984,8.62727165222168,383570,8.253891944885254,0.0,0.0,0
56,ITSA3.SA,2022-09-06,8.62727165222168,8.63636302947998,8.436363220214844,8.57272720336914,390170,8.201708793640137,0.0,0.0,1
57,ITSA3.SA,2022-09-08,8.536362648010254,8.609089851379395,8.518180847167969,8.56363582611084,99000,8.193011283874512,0.0,0.0,3
58,ITSA3.SA,2022-09-09,8.590909004211426,8.62727165222168,8.56363582611084,8.57272720336914,101090,8.201708793640137,0.0,0.0,4
59,ITSA3.SA,2022-09-12,8.63636302947998,8.781818389892578,8.609089851379395,8.736363410949707,771210,8.35826301574707,0.0,0.0,0
60,ITSA3.SA,2022-09-13,8.763635635375977,8.763635635375977,8.609089851379395,8.609089851379395,86460,8.236496925354004,0.0,0.0,1
61,ITSA3.SA,2022-09-14,8.581817626953125,8.681818008422852,8.57272720336914,8.609089851379395,125180,8.236496925354004,0.0,0.0,2
62,ITSA3.SA,2022-09-15,8.609089851379395,8.67272663116455,8.554545402526855,8.590909004211426,111430,8.219104766845703,0.0,0.0,3
63,ITSA3.SA,2022-09-16,8.581817626953125,8.618181228637695,8.52727222442627,8.536362648010254,159830,8.16691780090332,0.0,0.0,4
64,ITSA3.SA,2022-09-19,8.56363582611084,8.809089660644531,8.518180847167969,8.790908813476562,571560,8.410449028015137,0.0,0.0,0
65,ITSA3.SA,2022-09-20,8.790908813476562,9.02727222442627,8.772727012634277,8.9909086227417,644600,8.601791381835938,0.0,0.0,1
66,ITSA3.SA,2022-09-21,8.96363639831543,9.090909004211426,8.927271842956543,8.954545021057129,307450,8.567001342773438,0.0,0.0,2
67,ITSA3.SA,2022-09-22,8.954545021057129,9.209090232849121,8.954545021057129,9.209090232849121,618090,8.810530662536621,0.0,0.0,3
68,ITSA3.SA,2022-09-23,9.145454406738281,9.145454406738281,8.909090042114258,8.981818199157715,132220,8.593093872070312,0.0,0.0,4
69,ITSA3.SA,2022-09-26,8.981818199157715,8.981818199157715,8.790908813476562,8.809089660644531,37950,8.427842140197754,0.0,0.0,0
70,ITSA3.SA,2022-09-27,8.709090232849121,8.754545211791992,8.681818008422852,8.681818008422852,198550,8.306079864501953,0.0,0.0,1
71,ITSA3.SA,2022-09-28,8.663636207580566,8.800000190734863,8.609089851379395,8.763635635375977,101090,8.384354591369629,0.0,0.0,2
72,ITSA3.SA,2022-09-29,8.754545211791992,8.899999618530273,8.663636207580566,8.827272415161133,92070,8.445239067077637,0.0,0.0,3
73,ITSA3.SA,2022-09-30,8.818181037902832,9.0,8.790908813476562,8.972726821899414,96800,8.584396362304688,0.0,0.0,4
74,ITSA3.SA,2022-10-03,9.054545402526855,9.56363582611084,9.045454025268555,9.509090423583984,309870,9.097548484802246,0.0,0.0,0
75,ITSA3.SA,2022-10-04,9.509090423583984,9.718180656433105,9.409090042114258,9.418181419372559,175340,9.01057243347168,0.0,0.0,1
76,ITSA3.SA,2022-10-05,9.536362648010254,9.609089851379395,9.372727394104004,9.454545021057129,122540,9.045361518859863,0.0,0.0,2
77,ITSA3.SA,2022-10-06,9.536362648010254,9.545454025268555,9.409090042114258,9.436363220214844,63030,9.02796745300293,0.0,0.0,3
78,ITSA3.SA,2022-10-07,9.436363220214844,9.436363220214844,9.227272033691406,9.327272415161133,173470,8.92359733581543,0.0,0.0,4
79,ITSA3.SA,2022-10-10,9.336362838745117,9.436363220214844,9.272727012634277,9.318181037902832,249040,8.914900779724121,0.0,0.0,0
80,ITSA3.SA,2022-10-11,9.263635635375977,9.390909194946289,9.227272033691406,9.254545211791992,94600,8.854018211364746,0.0,0.0,1
81,ITSA3.SA,2022-10-13,9.13636302947998,9.545454025268555,9.100000381469727,9.218180656433105,198110,8.81922721862793,0.0,0.0,3
82,ITSA3.SA,2022-10-14,9.190909385681152,9.354544639587402,9.090909004211426,9.13636302947998,85910,8.740950584411621,0.0,0.0,4
83,ITSA3.SA,2022-10-17,9.163636207580566,9.336362838745117,9.154544830322266,9.318181037902832,61380,8.914900779724121,0.0,0.0,0
84,ITSA3.SA,2022-10-18,9.318181037902832,9.46363639831543,9.290908813476562,9.46363639831543,335830,9.054060935974121,0.0,0.0,1
85,ITSA3.SA,2022-10-19,9.46363639831543,9.581817626953125,9.436363220214844,9.554545402526855,549230,9.141035079956055,0.0,0.0,2
86,ITSA3.SA,2022-10-20,9.554545402526855,9.754545211791992,9.536362648010254,9.536362648010254,366190,9.123640060424805,0.0,0.0,3
87,ITSA3.SA,2022-10-21,9.63636302947998,10.02727222442627,9.63636302947998,9.936363220214844,345950,9.506327629089355,0.0,0.0,4
88,ITSA3.SA,2022-10-24,9.836362838745117,9.890909194946289,9.57272720336914,9.590909004211426,327690,9.175823211669922,0.0,0.0,0
89,ITSA3.SA,2022-10-25,9.590909004211426,9.654544830322266,9.52727222442627,9.545454025268555,210650,9.132336616516113,0.0,0.0,1
90,ITSA3.SA,2022-10-26,9.545454025268555,9.545454025268555,9.318181037902832,9.390909194946289,230230,8.984480857849121,0.0,0.0,2
91,ITSA3.SA,2022-10-27,9.381817817687988,9.63636302947998,9.336362838745117,9.52727222442627,140470,9.114943504333496,0.0,0.0,3
92,ITSA3.SA,2022-10-28,9.52727222442627,9.600000381469727,9.46363639831543,9.56363582611084,97020,9.149731636047363,0.0,0.0,4
93,ITSA3.SA,2022-10-31,9.481818199157715,9.899999618530273,9.345454216003418,9.836362838745117,505010,9.41065502166748,0.0,0.0,0
94,ITSA3.SA,2022-11-01,9.818181037902832,10.02727222442627,9.754545211791992,9.845454216003418,251460,9.419355392456055,0.0,0.0,1
95,ITSA3.SA,2022-11-03,9.781818389892578,9.936363220214844,9.645454406738281,9.899999618530273,235070,9.471537590026855,0.0,0.0,3
96,ITSA3.SA,2022-11-04,9.872727394104004,10.06363582611084,9.827272415161133,9.863636016845703,355080,9.436749458312988,0.0,0.0,4
97,ITSA3.SA,2022-11-07,9.954545021057129,9.954545021057129,9.663636207580566,9.827272415161133,148170,9.401958465576172,0.0,0.0,0
98,ITSA3.SA,2022-11-08,9.827272415161133,9.836362838745117,9.690909385681152,9.736363410949707,170170,9.314984321594238,0.0,0.0,1
99,ITSA3.SA,2022-11-09,9.727272033691406,9.754545211791992,9.336362838745117,9.436363220214844,363330,9.02796745300293,0.0,0.0,2
100,ITSA3.SA,2022-11-10,9.481818199157715,9.481818199157715,8.981818199157715,9.181818008422852,558910,8.784439086914062,0.0,0.0,3
101,ITSA3.SA,2022-11-11,9.25,9.359999656677246,8.899999618530273,9.34000015258789,724100,8.935774803161621,0.0,1.1,4
102,ITSA3.SA,2022-11-14,9.25,9.449999809265137,9.140000343322754,9.140000343322754,475200,8.744430541992188,0.0,0.0,0
103,ITSA3.SA,2022-11-16,9.140000343322754,9.25,8.960000038146973,9.079999923706055,358100,8.687026977539062,0.0,0.0,2
104,ITSA3.SA,2022-11-17,9.0,9.050000190734863,8.819999694824219,9.050000190734863,253300,8.6583251953125,0.0,0.0,3
105,ITSA3.SA,2022-11-18,9.050000190734863,9.279999732971191,9.029999732971191,9.050000190734863,217900,8.6583251953125,0.0,0.0,4
106,ITSA3.SA,2022-11-21,9.079999923706055,9.210000038146973,8.960000038146973,9.09000015258789,203500,8.746406555175781,0.05154,0.0,0
107,ITSA3.SA,2022-11-22,9.109999656677246,9.210000038146973,8.949999809265137,9.100000381469727,221600,8.756028175354004,0.0,0.0,1
108,ITSA3.SA,2022-11-23,9.100000381469727,9.100000381469727,8.930000305175781,8.970000267028809,152300,8.630942344665527,0.0,0.0,2
109,ITSA3.SA,2022-11-24,9.050000190734863,9.319999694824219,9.029999732971191,9.1899995803833,147700,8.842626571655273,0.0,0.0,3
110,ITSA3.SA,2022-11-25,9.270000457763672,9.270000457763672,9.050000190734863,9.229999542236328,252600,8.88111400604248,0.0,0.0,4
111,ITSA3.SA,2022-11-28,9.229999542236328,9.229999542236328,9.020000457763672,9.09000015258789,116700,8.746406555175781,0.0,0.0,0
112,ITSA3.SA,2022-11-29,9.09000015258789,9.180000305175781,8.930000305175781,9.079999923706055,204100,8.736783027648926,0.0,0.0,1
113,ITSA3.SA,2022-11-30,9.079999923706055,9.380000114440918,8.979999542236328,9.380000114440918,264400,9.025444030761719,0.0,0.0,2
114,ITSA3.SA,2022-12-01,9.260000228881836,9.260000228881836,8.989999771118164,9.050000190734863,455500,8.729817390441895,0.02353,0.0,3
115,ITSA3.SA,2022-12-02,9.050000190734863,9.140000343322754,8.960000038146973,9.100000381469727,142200,8.778047561645508,0.0,0.0,4
116,ITSA3.SA,2022-12-05,9.100000381469727,9.140000343322754,8.899999618530273,8.970000267028809,183900,8.652647972106934,0.0,0.0,0
117,ITSA3.SA,2022-12-06,8.970000267028809,8.979999542236328,8.890000343322754,8.9399995803833,151100,8.623706817626953,0.0,0.0,1
118,ITSA3.SA,2022-12-07,8.9399995803833,9.0600004196167,8.9399995803833,9.0,121600,8.681585311889648,0.0,0.0,2
119,ITSA3.SA,2022-12-08,9.0,9.050000190734863,8.890000343322754,8.949999809265137,484900,8.633354187011719,0.0,0.0,3
120,ITSA3.SA,2022-12-09,8.880000114440918,8.880000114440918,8.640000343322754,8.680000305175781,177600,8.550119400024414,0.1855,0.0,4
121,ITSA3.SA,2022-12-12,8.680000305175781,8.779999732971191,8.579999923706055,8.630000114440918,359500,8.500866889953613,0.0,0.0,0
122,ITSA3.SA,2022-12-13,8.699999809265137,8.760000228881836,8.470000267028809,8.489999771118164,418800,8.362961769104004,0.0,0.0,1
123,ITSA3.SA,2022-12-14,8.489999771118164,8.890000343322754,8.369999885559082,8.789999961853027,448100,8.658472061157227,0.0,0.0,2
124,ITSA3.SA,2022-12-15,8.760000228881836,8.920000076293945,8.569999694824219,8.680000305175781,279000,8.550119400024414,0.0,0.0,3
125,ITSA3.SA,2022-12-16,8.680000305175781,8.739999771118164,8.539999961853027,8.630000114440918,177300,8.500866889953613,0.0,0.0,4
126,ITSA3.SA,2022-12-19,8.649999618530273,8.859999656677246,8.630000114440918,8.8100004196167,125900,8.678174018859863,0.0,0.0,0
127,ITSA3.SA,2022-12-20,8.829999923706055,9.050000190734863,8.819999694824219,8.880000114440918,143500,8.747126579284668,0.0,0.0,1
128,ITSA3.SA,2022-12-21,8.890000343322754,8.970000267028809,8.829999923706055,8.899999618530273,177400,8.766826629638672,0.0,0.0,2
129,ITSA3.SA,2022-12-22,8.899999618530273,8.9399995803833,8.8100004196167,8.890000343322754,112200,8.756976127624512,0.0,0.0,3
130,ITSA3.SA,2022-12-23,8.890000343322754,9.029999732971191,8.84000015258789,8.949999809265137,142100,8.816078186035156,0.0,0.0,4
131,ITSA3.SA,2022-12-26,8.960000038146973,9.050000190734863,8.829999923706055,9.050000190734863,70600,8.914582252502441,0.0,0.0,0
132,ITSA3.SA,2022-12-27,9.050000190734863,9.050000190734863,8.8100004196167,8.84000015258789,133100,8.707724571228027,0.0,0.0,1
133,ITSA3.SA,2022-12-28,8.84000015258789,8.979999542236328,8.760000228881836,8.949999809265137,143000,8.816078186035156,0.0,0.0,2
134,ITSA3.SA,2022-12-29,9.050000190734863,9.069999694824219,8.899999618530273,8.899999618530273,89100,8.766826629638672,0.0,0.0,3
135,ITSA3.SA,2023-01-02,8.899999618530273,8.949999809265137,8.699999809265137,8.829999923706055,115600,8.697874069213867,0.0,0.0,0
136,ITSA3.SA,2023-01-03,8.770000457763672,8.899999618530273,8.630000114440918,8.729999542236328,167700,8.599370956420898,0.0,0.0,1
137,ITSA3.SA,2023-01-04,8.729999542236328,8.8100004196167,8.670000076293945,8.699999809265137,122300,8.569820404052734,0.0,0.0,2
138,ITSA3.SA,2023-01-05,8.770000457763672,8.9399995803833,8.710000038146973,8.890000343322754,112300,8.756976127624512,0.0,0.0,3
139,ITSA3.SA,2023-01-06,8.899999618530273,8.989999771118164,8.890000343322754,8.899999618530273,90400,8.766826629638672,0.0,0.0,4
140,ITSA3.SA,2023-01-09,8.899999618530273,9.020000457763672,8.829999923706055,8.970000267028809,146000,8.835780143737793,0.0,0.0,0
141,ITSA3.SA,2023-01-10,8.989999771118164,9.100000381469727,8.699999809265137,9.069999694824219,181400,8.934283256530762,0.0,0.0,1
142,ITSA3.SA,2023-01-11,9.079999923706055,9.119999885559082,9.020000457763672,9.069999694824219,91300,8.934283256530762,0.0,0.0,2
143,ITSA3.SA,2023-01-12,9.0600004196167,9.109999656677246,8.90999984741211,9.039999961853027,118600,8.904731750488281,0.0,0.0,3
144,ITSA3.SA,2023-01-13,9.029999732971191,9.039999961853027,8.890000343322754,9.020000457763672,95300,8.885031700134277,0.0,0.0,4
145,ITSA3.SA,2023-01-16,9.010000228881836,9.010000228881836,8.8100004196167,8.850000381469727,130500,8.717575073242188,0.0,0.0,0
146,ITSA3.SA,2023-01-17,8.850000381469727,9.020000457763672,8.84000015258789,8.989999771118164,97900,8.855480194091797,0.0,0.0,1
147,ITSA3.SA,2023-01-18,8.989999771118164,9.119999885559082,8.979999542236328,9.0600004196167,291700,8.924433708190918,0.0,0.0,2
148,ITSA3.SA,2023-01-19,9.039999961853027,9.100000381469727,8.920000076293945,9.100000381469727,296500,8.963834762573242,0.0,0.0,3
149,ITSA3.SA,2023-01-20,9.0600004196167,9.079999923706055,8.9399995803833,8.989999771118164,92600,8.855480194091797,0.0,0.0,4
150,ITSA3.SA,2023-01-23,8.970000267028809,9.010000228881836,8.760000228881836,8.920000076293945,301900,8.786527633666992,0.0,0.0,0
151,ITSA3.SA,2023-01-24,8.899999618530273,8.949999809265137,8.800000190734863,8.90999984741211,169700,8.776677131652832,0.0,0.0,1
152,ITSA3.SA,2023-01-25,8.90999984741211,8.949999809265137,8.800000190734863,8.84000015258789,135400,8.707724571228027,0.0,0.0,2
153,ITSA3.SA,2023-01-26,8.970000267028809,8.970000267028809,8.800000190734863,8.84000015258789,145900,8.707724571228027,0.0,0.0,3
154,ITSA3.SA,2023-01-27,8.869999885559082,8.869999885559082,8.729999542236328,8.800000190734863,308600,8.668323516845703,0.0,0.0,4
155,ITSA3.SA,2023-01-30,8.800000190734863,8.829999923706055,8.649999618530273,8.829999923706055,223000,8.697874069213867,0.0,0.0,0
156,ITSA3.SA,2023-01-31,8.850000381469727,8.869999885559082,8.760000228881836,8.779999732971191,158400,8.648621559143066,0.0,0.0,1
157,ITSA3.SA,2023-02-01,8.789999961853027,8.829999923706055,8.579999923706055,8.600000381469727,209500,8.471317291259766,0.0,0.0,2
158,ITSA3.SA,2023-02-02,8.600000381469727,8.779999732971191,8.579999923706055,8.609999656677246,665100,8.48116683959961,0.0,0.0,3
159,ITSA3.SA,2023-02-03,8.609999656677246,8.640000343322754,8.539999961853027,8.59000015258789,164800,8.461465835571289,0.0,0.0,4
160,ITSA3.SA,2023-02-06,8.59000015258789,8.630000114440918,8.489999771118164,8.5600004196167,140700,8.431915283203125,0.0,0.0,0
161,ITSA3.SA,2023-02-07,8.5600004196167,8.5600004196167,8.279999732971191,8.399999618530273,191100,8.274308204650879,0.0,0.0,1
162,ITSA3.SA,2023-02-08,8.399999618530273,8.989999771118164,8.399999618530273,8.970000267028809,424900,8.835780143737793,0.0,0.0,2
163,ITSA3.SA,2023-02-09,8.970000267028809,9.039999961853027,8.760000228881836,8.84000015258789,188800,8.707724571228027,0.0,0.0,3
164,ITSA3.SA,2023-02-10,8.84000015258789,8.84000015258789,8.649999618530273,8.670000076293945,157700,8.54026985168457,0.0,0.0,4
165,ITSA3.SA,2023-02-13,8.670000076293945,8.930000305175781,8.670000076293945,8.859999656677246,131100,8.727425575256348,0.0,0.0,0
166,ITSA3.SA,2023-02-14,8.859999656677246,9.020000457763672,8.819999694824219,8.9399995803833,204300,8.806227684020996,0.0,0.0,1
167,ITSA3.SA,2023-02-15,8.930000305175781,9.0,8.84000015258789,8.90999984741211,111200,8.776677131652832,0.0,0.0,2
168,ITSA3.SA,2023-02-16,8.9399995803833,9.0,8.850000381469727,8.960000038146973,54200,8.825929641723633,0.0,0.0,3
169,ITSA3.SA,2023-02-17,8.960000038146973,8.960000038146973,8.829999923706055,8.859999656677246,91100,8.727425575256348,0.0,0.0,4
170,ITSA3.SA,2023-02-22,8.859999656677246,8.859999656677246,8.710000038146973,8.779999732971191,46500,8.648621559143066,0.0,0.0,2
171,ITSA3.SA,2023-02-23,8.779999732971191,8.899999618530273,8.710000038146973,8.84000015258789,112000,8.707724571228027,0.0,0.0,3
172,ITSA3.SA,2023-02-24,8.84000015258789,8.84000015258789,8.550000190734863,8.550000190734863,150500,8.422064781188965,0.0,0.0,4
173,ITSA3.SA,2023-02-27,8.550000190734863,8.609999656677246,8.359999656677246,8.359999656677246,145600,8.234906196594238,0.0,0.0,0
174,ITSA3.SA,2023-02-28,8.369999885559082,8.539999961853027,8.369999885559082,8.430000305175781,103000,8.30385971069336,0.0,0.0,1
175,ITSA3.SA,2023-03-01,8.4399995803833,8.470000267028809,8.300000190734863,8.319999694824219,130200,8.21844482421875,0.02353,0.0,2
176,ITSA3.SA,2023-03-02,8.319999694824219,8.4399995803833,8.140000343322754,8.140000343322754,122000,8.040642738342285,0.0,0.0,3
177,ITSA3.SA,2023-03-03,8.15999984741211,8.279999732971191,8.15999984741211,8.25,134700,8.149299621582031,0.0,0.0,4
178,ITSA3.SA,2023-03-06,8.300000190734863,8.460000038146973,8.25,8.329999923706055,145200,8.228322982788086,0.0,0.0,0
179,ITSA3.SA,2023-03-07,8.329999923706055,8.359999656677246,8.239999771118164,8.359999656677246,249200,8.257956504821777,0.0,0.0,1
180,ITSA3.SA,2023-03-08,8.300000190734863,8.5,8.260000228881836,8.449999809265137,166000,8.346858978271484,0.0,0.0,2
181,ITSA3.SA,2023-03-09,8.5,8.510000228881836,8.369999885559082,8.420000076293945,134100,8.317224502563477,0.0,0.0,3
182,ITSA3.SA,2023-03-10,8.449999809265137,8.449999809265137,8.239999771118164,8.329999923706055,175100,8.228322982788086,0.0,0.0,4
183,ITSA3.SA,2023-03-13,8.329999923706055,8.329999923706055,8.119999885559082,8.180000305175781,197800,8.080155372619629,0.0,0.0,0
184,ITSA3.SA,2023-03-14,8.260000228881836,8.260000228881836,8.140000343322754,8.210000038146973,142800,8.109787940979004,0.0,0.0,1
185,ITSA3.SA,2023-03-15,8.199999809265137,8.239999771118164,8.050000190734863,8.1899995803833,216100,8.090031623840332,0.0,0.0,2
186,ITSA3.SA,2023-03-16,8.300000190734863,8.300000190734863,8.170000076293945,8.289999961853027,205600,8.188811302185059,0.0,0.0,3
187,ITSA3.SA,2023-03-17,8.260000228881836,8.270000457763672,8.119999885559082,8.170000076293945,144600,8.070276260375977,0.0,0.0,4
188,ITSA3.SA,2023-03-20,8.170000076293945,8.229999542236328,8.069999694824219,8.069999694824219,128400,7.97149658203125,0.0,0.0,0
189,ITSA3.SA,2023-03-21,8.09000015258789,8.300000190734863,8.09000015258789,8.119999885559082,139700,8.020886421203613,0.0,0.0,1
190,ITSA3.SA,2023-03-22,8.220000267028809,8.25,8.119999885559082,8.15999984741211,113300,8.06039810180664,0.0,0.0,2
191,ITSA3.SA,2023-03-23,8.15999984741211,8.220000267028809,8.0,8.0600004196167,163700,7.9616193771362305,0.0,0.0,3
192,ITSA3.SA,2023-03-24,8.0,8.149999618530273,7.929999828338623,8.130000114440918,157300,8.108530044555664,0.0773,0.0,4
193,ITSA3.SA,2023-03-27,8.199999809265137,8.220000267028809,8.100000381469727,8.15999984741211,119200,8.138450622558594,0.0,0.0,0
194,ITSA3.SA,2023-03-28,8.15999984741211,8.220000267028809,8.140000343322754,8.180000305175781,47700,8.158398628234863,0.0,0.0,1
195,ITSA3.SA,2023-03-29,8.180000305175781,8.25,8.100000381469727,8.1899995803833,98400,8.168371200561523,0.0,0.0,2
196,ITSA3.SA,2023-03-30,8.210000038146973,8.390000343322754,8.199999809265137,8.25,261000,8.2282133102417,0.0,0.0,3
