date,symbol,open,high,low,close,volume,adjclose,splits
2022-07-19,INEP3.SA,3.0999999046325684,3.0999999046325684,2.950000047683716,3.0,180120,3.0,0.0
2022-07-20,INEP3.SA,3.0,3.0999999046325684,2.950000047683716,3.0,152960,3.0,0.0
2022-07-21,INEP3.SA,3.0,4.599999904632568,2.950000047683716,4.099999904632568,1275100,4.099999904632568,0.0
2022-07-22,INEP3.SA,4.199999809265137,4.849999904632568,3.8499999046325684,3.9000000953674316,1156460,3.9000000953674316,0.0
2022-07-25,INEP3.SA,3.8499999046325684,4.099999904632568,3.75,3.799999952316284,317980,3.799999952316284,0.0
2022-07-26,INEP3.SA,4.150000095367432,4.550000190734863,3.9000000953674316,4.25,1405740,4.25,0.0
2022-07-27,INEP3.SA,4.300000190734863,4.400000095367432,3.950000047683716,4.0,639500,4.0,0.0
2022-07-28,INEP3.SA,4.0,4.099999904632568,3.700000047683716,3.950000047683716,852720,3.950000047683716,0.0
2022-07-29,INEP3.SA,3.9000000953674316,3.950000047683716,3.799999952316284,3.8499999046325684,197280,3.8499999046325684,0.0
2022-08-01,INEP3.SA,3.8499999046325684,3.8499999046325684,3.75,3.799999952316284,149020,3.799999952316284,0.0
2022-08-02,INEP3.SA,3.8499999046325684,4.300000190734863,3.75,4.099999904632568,661420,4.099999904632568,0.0
2022-08-03,INEP3.SA,4.099999904632568,4.150000095367432,3.950000047683716,3.950000047683716,454080,3.950000047683716,0.0
2022-08-04,INEP3.SA,4.050000190734863,4.349999904632568,4.0,4.099999904632568,662920,4.099999904632568,0.0
2022-08-05,INEP3.SA,4.099999904632568,4.5,4.050000190734863,4.25,538680,4.25,0.0
2022-08-08,INEP3.SA,4.25,4.400000095367432,4.150000095367432,4.25,443800,4.25,0.0
2022-08-09,INEP3.SA,4.199999809265137,4.300000190734863,4.0,4.050000190734863,290860,4.050000190734863,0.0
2022-08-10,INEP3.SA,4.050000190734863,4.150000095367432,3.9000000953674316,4.0,306280,4.0,0.0
2022-08-11,INEP3.SA,4.0,4.099999904632568,3.9000000953674316,4.0,190120,4.0,0.0
2022-08-12,INEP3.SA,3.950000047683716,4.25,3.950000047683716,4.199999809265137,367860,4.199999809265137,0.0
2022-08-15,INEP3.SA,4.099999904632568,4.150000095367432,3.950000047683716,4.0,502440,4.0,0.0
2022-08-16,INEP3.SA,3.950000047683716,4.199999809265137,3.9000000953674316,4.199999809265137,496180,4.199999809265137,0.0
2022-08-17,INEP3.SA,4.150000095367432,4.800000190734863,4.150000095367432,4.199999809265137,1574560,4.199999809265137,0.0
2022-08-18,INEP3.SA,4.300000190734863,4.699999809265137,4.099999904632568,4.5,955120,4.5,0.0
2022-08-19,INEP3.SA,4.449999809265137,4.650000095367432,4.300000190734863,4.349999904632568,401160,4.349999904632568,0.0
2022-08-22,INEP3.SA,4.300000190734863,4.400000095367432,4.150000095367432,4.150000095367432,545280,4.150000095367432,0.0
2022-08-23,INEP3.SA,4.25,4.400000095367432,4.150000095367432,4.300000190734863,554100,4.300000190734863,0.0
2022-08-24,INEP3.SA,4.300000190734863,4.400000095367432,4.199999809265137,4.25,333700,4.25,0.0
2022-08-25,INEP3.SA,4.25,4.5,4.199999809265137,4.349999904632568,377460,4.349999904632568,0.0
2022-08-26,INEP3.SA,4.699999809265137,4.849999904632568,4.449999809265137,4.5,588360,4.5,0.0
2022-08-29,INEP3.SA,4.599999904632568,4.650000095367432,4.400000095367432,4.449999809265137,455720,4.449999809265137,0.0
2022-08-30,INEP3.SA,4.400000095367432,4.599999904632568,4.300000190734863,4.300000190734863,332580,4.300000190734863,0.0
2022-08-31,INEP3.SA,4.300000190734863,4.449999809265137,4.150000095367432,4.150000095367432,349220,4.150000095367432,0.0
2022-09-01,INEP3.SA,4.099999904632568,4.199999809265137,3.950000047683716,4.0,521100,4.0,0.0
2022-09-02,INEP3.SA,4.0,4.150000095367432,3.950000047683716,3.950000047683716,282460,3.950000047683716,0.0
2022-09-05,INEP3.SA,4.0,4.099999904632568,3.9000000953674316,4.0,165080,4.0,0.0
2022-09-06,INEP3.SA,3.9000000953674316,3.950000047683716,3.799999952316284,3.8499999046325684,195920,3.8499999046325684,0.0
2022-09-08,INEP3.SA,3.8499999046325684,4.0,3.75,3.8499999046325684,155200,3.8499999046325684,0.0
2022-09-09,INEP3.SA,4.099999904632568,4.449999809265137,4.099999904632568,4.25,969660,4.25,0.0
2022-09-12,INEP3.SA,4.300000190734863,6.099999904632568,4.300000190734863,5.849999904632568,2444640,5.849999904632568,0.0
2022-09-13,INEP3.SA,5.5,6.349999904632568,5.25,5.75,2298920,5.75,0.0
2022-09-14,INEP3.SA,6.300000190734863,8.100000381469727,6.050000190734863,7.099999904632568,3647060,7.099999904632568,0.0
2022-09-15,INEP3.SA,7.650000095367432,7.949999809265137,6.550000190734863,6.599999904632568,1893540,6.599999904632568,0.0
2022-09-16,INEP3.SA,6.550000190734863,8.300000190734863,6.199999809265137,7.550000190734863,2882680,7.550000190734863,0.0
2022-09-19,INEP3.SA,7.599999904632568,8.0,7.050000190734863,7.449999809265137,1645260,7.449999809265137,0.0
2022-09-20,INEP3.SA,7.550000190734863,7.849999904632568,7.199999809265137,7.199999809265137,1029360,7.199999809265137,0.0
2022-09-21,INEP3.SA,7.949999809265137,8.649999618530273,7.699999809265137,7.800000190734863,1933720,7.800000190734863,0.0
2022-09-22,INEP3.SA,8.149999618530273,8.149999618530273,7.75,7.900000095367432,869340,7.900000095367432,0.0
2022-09-23,INEP3.SA,7.849999904632568,9.25,7.75,9.149999618530273,2309820,9.149999618530273,0.0
2022-09-26,INEP3.SA,9.0,9.0,8.449999809265137,8.449999809265137,1109520,8.449999809265137,0.0
2022-09-27,INEP3.SA,8.550000190734863,8.699999809265137,7.449999809265137,7.599999904632568,1419320,7.599999904632568,0.0
2022-09-28,INEP3.SA,7.5,7.699999809265137,7.150000095367432,7.25,843300,7.25,0.0
2022-09-29,INEP3.SA,7.099999904632568,8.600000381469727,6.5,7.800000190734863,4148660,7.800000190734863,0.0
2022-09-30,INEP3.SA,7.849999904632568,8.300000190734863,7.449999809265137,7.5,1115140,7.5,0.0
2022-10-03,INEP3.SA,7.650000095367432,8.600000381469727,7.650000095367432,8.149999618530273,1284380,8.149999618530273,0.0
2022-10-04,INEP3.SA,8.300000190734863,8.449999809265137,7.849999904632568,7.849999904632568,818680,7.849999904632568,0.0
2022-10-05,INEP3.SA,7.800000190734863,8.800000190734863,7.800000190734863,8.699999809265137,1786920,8.699999809265137,0.0
2022-10-06,INEP3.SA,8.699999809265137,8.850000381469727,8.350000381469727,8.399999618530273,691060,8.399999618530273,0.0
2022-10-07,INEP3.SA,8.350000381469727,9.449999809265137,8.350000381469727,8.949999809265137,1732000,8.949999809265137,0.0
2022-10-10,INEP3.SA,8.949999809265137,9.800000190734863,8.800000190734863,9.399999618530273,1466500,9.399999618530273,0.0
2022-10-11,INEP3.SA,9.5,9.600000381469727,8.949999809265137,8.949999809265137,847040,8.949999809265137,0.0
2022-10-13,INEP3.SA,9.100000381469727,9.699999809265137,8.899999618530273,9.350000381469727,1155300,9.350000381469727,0.0
2022-10-14,INEP3.SA,9.350000381469727,9.5,8.850000381469727,8.850000381469727,1011720,8.850000381469727,0.0
2022-10-17,INEP3.SA,9.050000190734863,9.449999809265137,8.899999618530273,8.949999809265137,610980,8.949999809265137,0.0
2022-10-18,INEP3.SA,8.100000381469727,8.100000381469727,7.300000190734863,7.300000190734863,2281660,7.300000190734863,0.0
2022-10-19,INEP3.SA,7.699999809265137,7.800000190734863,6.75,6.900000095367432,1631940,6.900000095367432,0.0
2022-10-20,INEP3.SA,6.949999809265137,7.25,6.650000095367432,6.75,753820,6.75,0.0
2022-10-21,INEP3.SA,6.800000190734863,7.199999809265137,6.599999904632568,6.949999809265137,688920,6.949999809265137,0.0
2022-10-24,INEP3.SA,6.75,7.349999904632568,6.599999904632568,7.0,878000,7.0,0.0
2022-10-25,INEP3.SA,6.949999809265137,8.050000190734863,6.900000095367432,7.800000190734863,1444420,7.800000190734863,0.0
2022-10-26,INEP3.SA,7.75,8.149999618530273,7.25,7.25,928380,7.25,0.0
2022-10-27,INEP3.SA,7.349999904632568,8.5,7.300000190734863,7.699999809265137,3087140,7.699999809265137,0.0
2022-10-28,INEP3.SA,7.900000095367432,8.149999618530273,7.400000095367432,7.5,812400,7.5,0.0
2022-10-31,INEP3.SA,7.150000095367432,7.75,7.099999904632568,7.349999904632568,878960,7.349999904632568,0.0
2022-11-01,INEP3.SA,7.650000095367432,7.800000190734863,7.25,7.449999809265137,818680,7.449999809265137,0.0
2022-11-03,INEP3.SA,7.449999809265137,7.599999904632568,7.349999904632568,7.449999809265137,518600,7.449999809265137,0.0
2022-11-04,INEP3.SA,7.550000190734863,7.599999904632568,7.150000095367432,7.150000095367432,461000,7.150000095367432,0.0
2022-11-07,INEP3.SA,7.150000095367432,7.349999904632568,6.5,6.699999809265137,431720,6.699999809265137,0.0
2022-11-08,INEP3.SA,6.699999809265137,7.349999904632568,6.699999809265137,6.949999809265137,597180,6.949999809265137,0.0
2022-11-09,INEP3.SA,7.199999809265137,7.650000095367432,6.699999809265137,6.699999809265137,775160,6.699999809265137,0.0
2022-11-10,INEP3.SA,6.599999904632568,7.0,6.150000095367432,6.349999904632568,465660,6.349999904632568,0.0
2022-11-11,INEP3.SA,6.349999904632568,6.699999809265137,6.150000095367432,6.300000190734863,510860,6.300000190734863,0.0
2022-11-14,INEP3.SA,6.349999904632568,6.550000190734863,6.199999809265137,6.349999904632568,264940,6.349999904632568,0.0
2022-11-16,INEP3.SA,6.25,6.699999809265137,5.699999809265137,6.699999809265137,693060,6.699999809265137,0.0
2022-11-17,INEP3.SA,6.650000095367432,9.449999809265137,6.25,9.050000190734863,2022140,9.050000190734863,0.0
2022-11-18,INEP3.SA,9.600000381469727,9.699999809265137,6.75,6.75,2458840,6.75,0.0
2022-11-21,INEP3.SA,7.0,7.150000095367432,5.75,5.849999904632568,1553340,5.849999904632568,0.0
2022-11-22,INEP3.SA,5.900000095367432,6.349999904632568,5.75,6.050000190734863,1114840,6.050000190734863,0.0
2022-11-23,INEP3.SA,5.949999809265137,6.199999809265137,5.800000190734863,5.849999904632568,682280,5.849999904632568,0.0
2022-11-24,INEP3.SA,5.949999809265137,6.150000095367432,5.75,5.900000095367432,731000,5.900000095367432,0.0
2022-11-25,INEP3.SA,6.0,6.699999809265137,5.900000095367432,6.300000190734863,1462320,6.300000190734863,0.0
2022-11-28,INEP3.SA,6.300000190734863,6.400000095367432,5.949999809265137,6.0,395160,6.0,0.0
2022-11-29,INEP3.SA,6.050000190734863,6.349999904632568,5.949999809265137,5.949999809265137,813360,5.949999809265137,0.0
2022-11-30,INEP3.SA,6.300000190734863,6.75,6.199999809265137,6.400000095367432,954120,6.400000095367432,0.0
2022-12-01,INEP3.SA,6.400000095367432,6.5,6.099999904632568,6.150000095367432,544440,6.150000095367432,0.0
2022-12-02,INEP3.SA,6.150000095367432,6.300000190734863,6.099999904632568,6.199999809265137,469560,6.199999809265137,0.0
2022-12-05,INEP3.SA,6.25,6.75,6.099999904632568,6.5,412220,6.5,0.0
2022-12-06,INEP3.SA,6.550000190734863,6.849999904632568,6.349999904632568,6.449999809265137,435920,6.449999809265137,0.0
2022-12-07,INEP3.SA,6.400000095367432,6.650000095367432,6.25,6.349999904632568,265960,6.349999904632568,0.0
2022-12-08,INEP3.SA,6.349999904632568,6.349999904632568,5.949999809265137,5.949999809265137,190480,5.949999809265137,0.0
2022-12-09,INEP3.SA,6.300000190734863,6.400000095367432,6.0,6.050000190734863,135700,6.050000190734863,0.0
2022-12-12,INEP3.SA,6.050000190734863,6.25,5.900000095367432,6.150000095367432,216880,6.150000095367432,0.0
2022-12-13,INEP3.SA,6.050000190734863,6.300000190734863,6.0,6.050000190734863,201040,6.050000190734863,0.0
2022-12-14,INEP3.SA,6.050000190734863,6.050000190734863,5.650000095367432,5.800000190734863,327760,5.800000190734863,0.0
2022-12-15,INEP3.SA,5.75,5.849999904632568,5.199999809265137,5.199999809265137,531140,5.199999809265137,0.0
2022-12-16,INEP3.SA,5.199999809265137,5.349999904632568,4.650000095367432,4.650000095367432,577020,4.650000095367432,0.0
2022-12-19,INEP3.SA,4.650000095367432,5.099999904632568,4.650000095367432,5.0,334540,5.0,0.0
2022-12-20,INEP3.SA,5.0,5.550000190734863,4.949999809265137,5.449999809265137,508740,5.449999809265137,0.0
2022-12-21,INEP3.SA,5.449999809265137,5.650000095367432,5.300000190734863,5.449999809265137,300880,5.449999809265137,0.0
2022-12-22,INEP3.SA,5.449999809265137,5.449999809265137,5.449999809265137,5.449999809265137,0,5.449999809265137,0.0
2022-12-23,INEP3.SA,5.550000190734863,5.800000190734863,5.5,5.5,355500,5.5,0.0
2022-12-26,INEP3.SA,5.5,5.75,5.349999904632568,5.599999904632568,225660,5.599999904632568,0.0
2022-12-27,INEP3.SA,5.599999904632568,5.650000095367432,5.349999904632568,5.5,145680,5.5,0.0
2022-12-28,INEP3.SA,5.650000095367432,5.949999809265137,5.449999809265137,5.849999904632568,294760,5.849999904632568,0.0
2022-12-29,INEP3.SA,5.800000190734863,6.150000095367432,5.650000095367432,6.050000190734863,227980,6.050000190734863,0.0
2023-01-02,INEP3.SA,6.0,6.349999904632568,5.800000190734863,6.150000095367432,214880,6.150000095367432,0.0
2023-01-03,INEP3.SA,6.050000190734863,6.300000190734863,5.75,6.099999904632568,281780,6.099999904632568,0.0
2023-01-04,INEP3.SA,6.150000095367432,6.300000190734863,6.0,6.099999904632568,174780,6.099999904632568,0.0
2023-01-05,INEP3.SA,6.050000190734863,6.550000190734863,6.050000190734863,6.449999809265137,388380,6.449999809265137,0.0
2023-01-06,INEP3.SA,6.449999809265137,7.400000095367432,6.400000095367432,7.199999809265137,778960,7.199999809265137,0.0
2023-01-09,INEP3.SA,7.099999904632568,7.550000190734863,6.949999809265137,7.25,366720,7.25,0.0
2023-01-10,INEP3.SA,7.349999904632568,8.149999618530273,7.199999809265137,7.75,605960,7.75,0.0
2023-01-11,INEP3.SA,7.900000095367432,8.050000190734863,7.400000095367432,7.849999904632568,605760,7.849999904632568,0.0
2023-01-12,INEP3.SA,7.75,7.949999809265137,7.400000095367432,7.75,323060,7.75,0.0
2023-01-13,INEP3.SA,7.75,8.100000381469727,7.300000190734863,7.300000190734863,518880,7.300000190734863,0.0
2023-01-16,INEP3.SA,7.449999809265137,7.5,7.050000190734863,7.349999904632568,164760,7.349999904632568,0.0
2023-01-17,INEP3.SA,7.400000095367432,7.650000095367432,7.25,7.400000095367432,201140,7.400000095367432,0.0
2023-01-18,INEP3.SA,7.400000095367432,7.5,6.699999809265137,6.75,313400,6.75,0.0
2023-01-19,INEP3.SA,6.75,7.0,6.349999904632568,6.900000095367432,269600,6.900000095367432,0.0
2023-01-20,INEP3.SA,6.849999904632568,6.900000095367432,6.650000095367432,6.900000095367432,62760,6.900000095367432,0.0
2023-01-23,INEP3.SA,6.949999809265137,7.300000190734863,6.849999904632568,7.25,199260,7.25,0.0
2023-01-24,INEP3.SA,7.25,7.400000095367432,7.050000190734863,7.199999809265137,150860,7.199999809265137,0.0
2023-01-25,INEP3.SA,7.300000190734863,7.599999904632568,7.050000190734863,7.400000095367432,318920,7.400000095367432,0.0
2023-01-26,INEP3.SA,7.5,7.75,7.300000190734863,7.400000095367432,247940,7.400000095367432,0.0
2023-01-27,INEP3.SA,7.400000095367432,7.650000095367432,7.349999904632568,7.5,211280,7.5,0.0
2023-01-30,INEP3.SA,7.5,7.949999809265137,7.449999809265137,7.699999809265137,237140,7.699999809265137,0.0
2023-01-31,INEP3.SA,8.0,8.350000381469727,7.699999809265137,8.0,354440,8.0,0.0
2023-02-01,INEP3.SA,8.050000190734863,8.199999809265137,7.349999904632568,7.5,511100,7.5,0.0
2023-02-02,INEP3.SA,7.5,7.75,6.949999809265137,7.199999809265137,406960,7.199999809265137,0.0
2023-02-03,INEP3.SA,7.199999809265137,7.5,7.0,7.349999904632568,280480,7.349999904632568,0.0
2023-02-06,INEP3.SA,7.349999904632568,7.5,6.650000095367432,6.75,386080,6.75,0.0
2023-02-07,INEP3.SA,6.550000190734863,6.900000095367432,6.300000190734863,6.300000190734863,291880,6.300000190734863,0.0
2023-02-08,INEP3.SA,6.349999904632568,6.949999809265137,6.150000095367432,6.900000095367432,321120,6.900000095367432,0.0
2023-02-09,INEP3.SA,6.849999904632568,6.900000095367432,5.949999809265137,6.099999904632568,467940,6.099999904632568,0.0
2023-02-10,INEP3.SA,6.099999904632568,6.349999904632568,5.900000095367432,6.050000190734863,328320,6.050000190734863,0.0
2023-02-13,INEP3.SA,6.050000190734863,6.349999904632568,5.949999809265137,6.150000095367432,254420,6.150000095367432,0.0
2023-02-14,INEP3.SA,6.150000095367432,6.400000095367432,5.900000095367432,5.949999809265137,150360,5.949999809265137,0.0
2023-02-15,INEP3.SA,6.050000190734863,6.25,5.949999809265137,6.050000190734863,153800,6.050000190734863,0.0
2023-02-16,INEP3.SA,6.050000190734863,6.25,6.0,6.199999809265137,126440,6.199999809265137,0.0
2023-02-17,INEP3.SA,6.150000095367432,6.800000190734863,6.150000095367432,6.599999904632568,324080,6.599999904632568,0.0
2023-02-22,INEP3.SA,6.550000190734863,6.75,6.300000190734863,6.400000095367432,115860,6.400000095367432,0.0
2023-02-23,INEP3.SA,6.449999809265137,6.550000190734863,6.25,6.349999904632568,81460,6.349999904632568,0.0
2023-02-24,INEP3.SA,6.449999809265137,7.349999904632568,6.150000095367432,6.849999904632568,672180,6.849999904632568,0.0
2023-02-27,INEP3.SA,7.150000095367432,7.25,6.449999809265137,6.449999809265137,280040,6.449999809265137,0.0
2023-02-28,INEP3.SA,6.5,6.699999809265137,6.199999809265137,6.449999809265137,189340,6.449999809265137,0.0
2023-03-01,INEP3.SA,6.5,6.650000095367432,6.150000095367432,6.25,149600,6.25,0.0
2023-03-02,INEP3.SA,6.25,6.5,6.050000190734863,6.150000095367432,206320,6.150000095367432,0.0
2023-03-03,INEP3.SA,6.150000095367432,6.449999809265137,6.050000190734863,6.349999904632568,1638640,6.349999904632568,0.0
2023-03-06,INEP3.SA,6.25,6.599999904632568,6.050000190734863,6.300000190734863,290180,6.300000190734863,0.0
2023-03-07,INEP3.SA,6.300000190734863,6.5,6.25,6.349999904632568,73060,6.349999904632568,0.0
2023-03-08,INEP3.SA,6.400000095367432,6.550000190734863,6.349999904632568,6.400000095367432,117880,6.400000095367432,0.0
2023-03-09,INEP3.SA,6.349999904632568,7.150000095367432,6.349999904632568,6.75,402080,6.75,0.0
2023-03-10,INEP3.SA,6.800000190734863,6.849999904632568,6.150000095367432,6.300000190734863,402660,6.300000190734863,0.0
2023-03-13,INEP3.SA,6.300000190734863,6.349999904632568,6.050000190734863,6.099999904632568,162960,6.099999904632568,0.0
2023-03-14,INEP3.SA,6.150000095367432,6.349999904632568,5.849999904632568,5.849999904632568,372740,5.849999904632568,0.0
2023-03-15,INEP3.SA,5.949999809265137,6.099999904632568,5.75,6.0,214800,6.0,0.0
2023-03-16,INEP3.SA,6.0,6.25,5.900000095367432,6.0,173900,6.0,0.0
2023-03-17,INEP3.SA,6.0,6.050000190734863,5.550000190734863,5.550000190734863,356380,5.550000190734863,0.0
2023-03-20,INEP3.SA,5.599999904632568,5.650000095367432,5.300000190734863,5.400000095367432,149100,5.400000095367432,0.0
2023-03-21,INEP3.SA,5.449999809265137,5.550000190734863,5.300000190734863,5.449999809265137,171760,5.449999809265137,0.0
2023-03-22,INEP3.SA,5.449999809265137,5.75,5.349999904632568,5.5,245640,5.5,0.0
2023-03-23,INEP3.SA,5.449999809265137,5.550000190734863,4.800000190734863,5.0,403220,5.0,0.0
2023-03-24,INEP3.SA,5.050000190734863,5.349999904632568,4.900000095367432,5.199999809265137,196760,5.199999809265137,0.0
2023-03-27,INEP3.SA,5.199999809265137,5.300000190734863,5.0,5.150000095367432,144820,5.150000095367432,0.0
2023-03-28,INEP3.SA,5.050000190734863,5.900000095367432,5.050000190734863,5.699999809265137,352460,5.699999809265137,0.0
2023-03-29,INEP3.SA,5.800000190734863,5.949999809265137,5.25,5.400000095367432,364620,5.400000095367432,0.0
2023-03-30,INEP3.SA,5.449999809265137,5.599999904632568,5.25,5.449999809265137,242520,5.449999809265137,0.0
2023-03-31,INEP3.SA,5.25,5.449999809265137,5.199999809265137,5.349999904632568,197480,5.349999904632568,0.0
2023-04-03,INEP3.SA,5.300000190734863,5.400000095367432,4.849999904632568,4.900000095367432,262380,4.900000095367432,0.0
2023-04-04,INEP3.SA,5.0,5.150000095367432,4.800000190734863,5.099999904632568,316840,5.099999904632568,0.0
2023-04-05,INEP3.SA,5.050000190734863,5.199999809265137,4.699999809265137,4.849999904632568,258540,4.849999904632568,0.0
2023-04-06,INEP3.SA,4.800000190734863,5.099999904632568,4.75,4.949999809265137,285440,4.949999809265137,0.0
2023-04-10,INEP3.SA,5.0,5.199999809265137,4.849999904632568,5.150000095367432,124100,5.150000095367432,0.0
2023-04-11,INEP3.SA,5.150000095367432,5.5,5.150000095367432,5.400000095367432,910400,5.400000095367432,0.0
2023-04-12,INEP3.SA,5.400000095367432,5.949999809265137,5.400000095367432,5.849999904632568,684320,5.849999904632568,0.0
2023-04-13,INEP3.SA,5.800000190734863,5.849999904632568,5.349999904632568,5.400000095367432,352740,5.400000095367432,0.0
2023-04-14,INEP3.SA,5.400000095367432,5.800000190734863,5.300000190734863,5.650000095367432,312520,5.650000095367432,0.0
2023-04-17,INEP3.SA,5.650000095367432,5.800000190734863,5.449999809265137,5.550000190734863,114160,5.550000190734863,0.0
2023-04-18,INEP3.SA,5.550000190734863,5.650000095367432,5.300000190734863,5.300000190734863,171440,5.300000190734863,0.0
2023-04-19,INEP3.SA,5.25,5.349999904632568,5.050000190734863,5.150000095367432,112420,5.150000095367432,0.0
2023-04-20,INEP3.SA,5.150000095367432,5.349999904632568,5.050000190734863,5.199999809265137,112760,5.199999809265137,0.0
2023-04-24,INEP3.SA,5.25,5.300000190734863,5.099999904632568,5.099999904632568,74040,5.099999904632568,0.0
2023-04-25,INEP3.SA,5.099999904632568,5.199999809265137,5.0,5.050000190734863,100300,5.050000190734863,0.0
2023-04-26,INEP3.SA,5.0,5.150000095367432,4.949999809265137,5.0,81700,5.0,0.0
2023-04-27,INEP3.SA,5.0,5.349999904632568,4.900000095367432,5.300000190734863,171180,5.300000190734863,0.0
2023-04-28,INEP3.SA,5.300000190734863,5.5,5.25,5.5,139120,5.5,0.0
2023-05-02,INEP3.SA,5.400000095367432,5.449999809265137,5.199999809265137,5.25,58020,5.25,0.0
2023-05-03,INEP3.SA,5.599999904632568,5.900000095367432,5.400000095367432,5.449999809265137,357640,5.449999809265137,0.0
2023-05-04,INEP3.SA,5.449999809265137,5.650000095367432,5.25,5.400000095367432,192100,5.400000095367432,0.0
2023-05-05,INEP3.SA,5.550000190734863,5.550000190734863,5.349999904632568,5.449999809265137,156120,5.449999809265137,0.0
2023-05-08,INEP3.SA,5.5,5.699999809265137,5.300000190734863,5.449999809265137,234800,5.449999809265137,0.0
2023-05-09,INEP3.SA,5.5,5.650000095367432,5.349999904632568,5.400000095367432,175280,5.400000095367432,0.0
2023-05-10,INEP3.SA,5.400000095367432,5.550000190734863,5.300000190734863,5.449999809265137,176240,5.449999809265137,0.0
2023-05-11,INEP3.SA,5.449999809265137,5.699999809265137,5.349999904632568,5.449999809265137,318720,5.449999809265137,0.0
2023-05-12,INEP3.SA,5.449999809265137,5.550000190734863,5.300000190734863,5.349999904632568,129100,5.349999904632568,0.0
2023-05-15,INEP3.SA,5.449999809265137,5.449999809265137,5.150000095367432,5.25,96680,5.25,0.0
2023-05-16,INEP3.SA,5.199999809265137,5.25,5.050000190734863,5.150000095367432,147460,5.150000095367432,0.0
2023-05-17,INEP3.SA,5.150000095367432,5.199999809265137,5.050000190734863,5.099999904632568,106680,5.099999904632568,0.0
2023-05-18,INEP3.SA,5.050000190734863,5.25,5.050000190734863,5.150000095367432,73360,5.150000095367432,0.0
2023-05-19,INEP3.SA,5.150000095367432,5.25,5.099999904632568,5.099999904632568,65540,5.099999904632568,0.0
2023-05-22,INEP3.SA,5.099999904632568,5.300000190734863,5.099999904632568,5.25,83180,5.25,0.0
2023-05-23,INEP3.SA,5.25,5.25,5.050000190734863,5.099999904632568,79700,5.099999904632568,0.0
2023-05-24,INEP3.SA,5.150000095367432,5.150000095367432,4.949999809265137,5.0,173580,5.0,0.0
2023-05-25,INEP3.SA,5.0,5.099999904632568,4.949999809265137,4.949999809265137,95940,4.949999809265137,0.0
2023-05-26,INEP3.SA,5.050000190734863,5.150000095367432,4.900000095367432,4.949999809265137,137120,4.949999809265137,0.0
2023-05-29,INEP3.SA,5.0,5.0,4.800000190734863,4.849999904632568,114320,4.849999904632568,0.0
2023-05-30,INEP3.SA,4.849999904632568,4.900000095367432,4.75,4.75,94900,4.75,0.0
2023-05-31,INEP3.SA,4.75,5.099999904632568,4.699999809265137,5.050000190734863,181660,5.050000190734863,0.0
